title,city,model_year,mileage,fuel_type,engine_size,transmission,feature_lst,price,update,image
Toyota Corolla 2019 GLi Automatic 1.3 VVTi for Sale,Karachi,2019,"40,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 36.95 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 GLi Automatic 1.3 VVTi for Sale,Lahore,2016,"88,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 33.1 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 Altis Grande 1.8 for Sale,Hyderabad,2014,"44,000 km",Petrol,1800 cc,Manual,Not Featured,PKR 38.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 GLi 1.3 VVTi Ecotec for Sale,Faisalabad,2014,"168,912 km",Petrol,1300 cc,Manual,Not Featured,PKR 26.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2010 XLi VVTi for Sale,Rawalpindi,2010,"11,111 km",Petrol,1300 cc,Manual,Not Featured,PKR 23.75 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 Altis Automatic 1.6 for Sale,Lahore,2019,"52,800 km",Petrol,1600 cc,Automatic,Not Featured,PKR 49.9 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi 1.3 VVTi Special Edition for Sale,Lahore,2018,"17,800 km",Petrol,1300 cc,Manual,Not Featured,PKR 45 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 Altis Grande CVT-i 1.8 for Sale,Mandi bahauddin,2014,"83,200 km",Petrol,1798 cc,Automatic,Not Featured,PKR 41.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2013 XLi VVTi for Sale,Lahore,2013,"134,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 26.85 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2010 GLi 1.3 VVTi for Sale,Lahore,2010,"105,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 23.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2003 2.0D Special Edition for Sale,Faisalabad,2003,"65,000 km",Diesel,2000 cc,Manual,Not Featured,PKR 19.25 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 XLi VVTi for Sale,Mardan,2014,"69,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 24.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Lahore,2022,"10,500 km",Petrol,1799 cc,Automatic,Not Featured,PKR 77.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Lahore,2013,"60,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 25.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 GLi Automatic 1.3 VVTi for Sale,Lahore,2020,"52,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 48 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2010 GLi 1.3 VVTi for Sale,Gujrat,2010,"150,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 22.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi Automatic 1.6 VVTi for Sale,Hasilpur,2011,"140,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 29.99 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1995 XE for Sale,Abbottabad,1995,"429,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 8.95 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Vitz 2005 FL 1.0 for Sale,Swabi,2005,"190,000 km",Petrol,1000 cc,Automatic,Not Featured,PKR 17.2 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 Altis Grande CVT-i 1.8 for Sale,Lahore,2016,"50,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 46 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,Rahim Yar Khan,2022,"8,000 km",Petrol,0.0 kWh,Automatic,FEATURED,PKR 71 lacs,Updated about 6 hours ago,https://cache2.pakwheels.com/ad_pictures/7990/tn_toyota-corolla-altis-x-automatic-1-6-2021-79902757.webp
Toyota Corolla 2017 for Sale,Lahore,2017,"73,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 34 lacs,Updated about 6 hours ago,https://cache1.pakwheels.com/ad_pictures/7982/tn_toyota-corolla-altis-1-6-automatic-2018-79822196.webp
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Karachi,2021,"11,400 km",Petrol,1600 cc,Automatic,Not Featured,Call,Updated 2 days ago,https://cache1.pakwheels.com/ad_pictures/8081/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-beige-2022-80816200.webp
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Karachi,2018,"107,000 km",Petrol,1600 cc,Automatic,Not Featured,Call,Updated 2 days ago,https://cache2.pakwheels.com/ad_pictures/8081/tn_toyota-corolla-gli-vvti-automatic-2018-80815669.webp
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Karachi,2022,"5,000 km",Petrol,1800 cc,Automatic,Not Featured,Call,Updated 2 days ago,https://cache4.pakwheels.com/ad_pictures/8067/tn_toyota-corolla-altis-x-automatic-1-6-special-edition-2022-80675494.webp
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Karachi,2018,"30,000 km",Petrol,1300 cc,Automatic,FEATURED,Call,Updated 2 days ago,https://cache3.pakwheels.com/ad_pictures/8068/tn_toyota-corolla-altis-x-automatic-1-6-special-edition-2022-80685965.webp
Toyota Corolla 2022 Altis X Automatic 1.6 Special Edition for Sale,Peshawar,2022,"8,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 69.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 Special Edition for Sale,Islamabad,2022,"19,000 km",Petrol,0.0 kWh,Automatic,FEATURED,PKR 68.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Lahore,2022,10 km,Petrol,1600 cc,Automatic,Not Featured,PKR 62.25 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Karachi,2022,"9,500 km",Petrol,1598 cc,Automatic,FEATURED,PKR 59 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Fielder 2018 X for Sale,Rawalpindi,2018,"84,000 km",Petrol,1500 cc,Automatic,FEATURED,PKR 60 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Fielder 2018 X for Sale,Rawalpindi,2018,"39,000 km",Petrol,1500 cc,Automatic,FEATURED,PKR 60 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Lahore,2013,"105,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 25 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Karachi,2018,"30,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 41.25 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 Altis Automatic 1.6 for Sale,Karachi,2019,"44,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 46.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 Altis Automatic 1.6 for Sale,Multan,2017,"22,100 km",Petrol,1600 cc,Automatic,FEATURED,PKR 50.2 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2009 for Sale,Rawalpindi,2009,"145,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 17.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 Altis Grande CVT-i 1.8 for Sale,Lahore,2015,"90,000 km",Petrol,1800 cc,Automatic,FEATURED,PKR 37.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1994 XE-G for Sale,Swabi,1994,"100,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 9.3 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2007 GLi 1.3 for Sale,Lahore,2007,"218,500 km",Petrol,1300 cc,Manual,FEATURED,PKR 13.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 XLi VVTi for Sale,Karachi,2018,"45,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 35 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 Altis Automatic 1.6 for Sale,Peshawar,2015,"100,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 40 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1999 2.0D for Sale,Islamabad,1999,786 km,Diesel,2000 cc,Manual,Not Featured,PKR 11.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2005 X 1.3 for Sale,Peshawar,2005,"100,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 25.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Hafizabad,2012,"171,474 km",Petrol,1300 cc,Manual,Not Featured,PKR 23.5 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1994 XE for Sale,Dera ismail khan,1994,"95,000 km",Petrol,1800 cc,Manual,Not Featured,PKR 14.2 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,Wazirabad,2015,"146,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 32.75 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,Wazirabad,2015,"146,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 33 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1982 for Sale,Karachi,1982,"200,000 km",Petrol,1500 cc,Manual,Not Featured,PKR 3.1 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2010 Altis 1.8 for Sale,Islamabad,2010,"345,887 km",Petrol,1800 cc,Automatic,Not Featured,PKR 25 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 Altis Grande CVT-i 1.8 for Sale,Peshawar,2019,"29,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 62 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis 1.6 X CVT-i for Sale,Hyderabad,2023,800 km,Petrol,1598 cc,Automatic,Not Featured,PKR 68 lacs,Updated about 6 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1994 XE for Sale,Nowshera,1994,"180,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 14.2 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi 1.3 VVTi Special Edition for Sale,Islamabad,2018,"65,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 37.45 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis 1.6 X CVT-i Special Edition for Sale,Quetta,2022,"3,200 km",Petrol,1600 cc,Automatic,Not Featured,PKR 70 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 GLi Automatic 1.3 VVTi for Sale,Karachi,2016,"83,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 35 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 GLi 1.3 VVTi for Sale,Rahim Yar Khan,2017,"98,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 3.2 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Yaris 2021 ATIV CVT 1.3 for Sale,Karachi,2021,"22,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 45.5 lacs,Updated about 7 hours ago,https://cache2.pakwheels.com/ad_pictures/8073/tn_toyota-corolla-altis-x-automatic-1-6-2021-80733967.webp
Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,Lahore,2015,"55,200 km",Petrol,1300 cc,Automatic,Not Featured,PKR 34.65 lacs,Updated about 7 hours ago,https://cache2.pakwheels.com/ad_pictures/8080/tn_toyota-corolla-altis-1-6-automatic-2014-80806674.webp
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Karachi,2021,"38,000 km",Petrol,1598 cc,Automatic,Not Featured,PKR 53.6 lacs,Updated 2 days ago,https://cache2.pakwheels.com/ad_pictures/8080/tn_toyota-corolla-xli-vvti-ecotec-2011-80805867.webp
Toyota Corolla 2014 Altis Automatic 1.6 for Sale,Karachi,2014,"72,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 31.75 lacs,Updated 2 days ago,https://cache4.pakwheels.com/ad_pictures/8080/tn_toyota-corolla-altis-1-6-automatic-2015-80805283.webp
Toyota Corolla 2011 XLi VVTi Ecotec for Sale,Karachi,2011,"137,788 km",Petrol,1300 cc,Manual,Not Featured,Call,Updated 2 days ago,https://cache4.pakwheels.com/ad_pictures/8067/tn_toyota-corolla-altis-1-6-automatic-2017-80672364.webp
Toyota Corolla 2015 Altis Automatic 1.6 for Sale,Lahore,2015,"72,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 39.75 lacs,Updated 2 days ago,https://cache3.pakwheels.com/ad_pictures/8079/tn_toyota-corolla-altis-1-6-automatic-2018-80795044.webp
Toyota Corolla 2017 Altis Automatic 1.6 for Sale,Lahore,2017,"177,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 39.75 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Lahore,2018,"65,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 47.75 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,Lahore,2022,"10,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 78.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 GLi 1.3 VVTi for Sale,Karachi,2019,"6,500 km",Petrol,1300 cc,Manual,FEATURED,PKR 45 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2006 Altis 1.8 for Sale,Islamabad,2006,"30,000 km",Petrol,1800 cc,Manual,FEATURED,PKR 32.9 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis 1.6 X CVT-i for Sale,Karachi,2023,38 km,Petrol,1600 cc,Automatic,FEATURED,PKR 69 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 GLi 1.3 VVTi for Sale,Islamabad,2015,"97,598 km",Petrol,1300 cc,Manual,Not Featured,PKR 32 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2002 G L Package 1.5 for Sale,Peshawar,2002,"46,000 km",Petrol,1500 cc,Automatic,FEATURED,PKR 29.95 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 GLi Automatic 1.3 VVTi for Sale,Attock,2020,"23,000 km",Petrol,1300 cc,Automatic,FEATURED,PKR 48.1 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 Altis Automatic 1.6 for Sale,Nankana sahib,2019,"45,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 50.25 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Automatic 1.6 for Sale,Faisalabad,2022,"1,500 km",Petrol,1600 cc,Automatic,Not Featured,PKR 65 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Indus 1997 GL for Sale,Karachi,1997,"60,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 8.8 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 Altis Automatic 1.6 for Sale,Wah cantt,2016,"140,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 39.5 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Multan,2011,"68,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 22.5 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Rawalpindi,2013,"150,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 22.75 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 Altis SR Cruisetronic 1.6 for Sale,Peshawar,2014,"186,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 36 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 9th Generation 2003 XLi for Sale,Islamabad,2003,"300,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 11.95 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 Altis Grande CVT-i 1.8 for Sale,Islamabad,2018,"49,000 km",Petrol,1800 cc,Automatic,FEATURED,PKR 54.5 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 9th Generation 2005 Altis Automatic 1.8 for Sale,Karachi,2005,"94,592 km",Petrol,1800 cc,Automatic,Not Featured,PKR 15 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2010 XLi VVTi for Sale,Lahore,2010,"125,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 17.45 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Karachi,2023,60 km,Petrol,1800 cc,Automatic,Not Featured,Call,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Axio 2007 X Special Edition 1.5 for Sale,Peshawar,2007,"133,000 km",Petrol,1500 cc,Automatic,Not Featured,PKR 30.5 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 Altis Automatic 1.6 for Sale,Lahore,2019,"48,200 km",Petrol,1600 cc,Automatic,Not Featured,PKR 54 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis 1.6 X CVT-i for Sale,Karachi,2023,42 km,Petrol,1600 cc,Automatic,Not Featured,PKR 69 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,Lahore,2022,"8,400 km",Petrol,1800 cc,Automatic,Not Featured,PKR 74 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Peshawar,2021,"24,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 70 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Lahore,2011,"285,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 22 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis 1.6 X CVT-i Special Edition for Sale,Mandi bahauddin,2022,"13,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 63.5 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2008 XLi for Sale,Multan,2008,"185,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 21.9 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Lahore,2022,215 km,Petrol,1600 cc,Automatic,Not Featured,PKR 64.25 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 XLi VVTi for Sale,Islamabad,2016,"204,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 25.25 lacs,Updated about 7 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 Altis Automatic 1.6 for Sale,Lahore,2017,"68,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 42.5 lacs,Updated about 7 hours ago,https://cache3.pakwheels.com/ad_pictures/8056/tn_toyota-corolla-gli-vvti-automatic-2016-80566198.webp
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Gujrat,2012,"172,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 23 lacs,Updated about 7 hours ago,https://cache1.pakwheels.com/ad_pictures/7970/tn_toyota-corolla-2-0d-2006-79708440.webp
Toyota Corolla 2016 GLi Automatic 1.3 VVTi for Sale,Lahore,2016,"125,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 39 lacs,Updated 2 days ago,https://cache2.pakwheels.com/ad_pictures/8079/tn_toyota-corolla-xli-vvti-2017-80797779.webp
Toyota Corolla 9th Generation 2006 2.0D for Sale,Karachi,2006,"444,489 km",Diesel,2000 cc,Manual,Not Featured,PKR 14.5 lacs,Updated 2 days ago,https://cache1.pakwheels.com/ad_pictures/7971/tn_toyota-corolla-axio-hybrid-3-2018-79718473.webp
Toyota Corolla 2017 XLi VVTi for Sale,Karachi,2017,"63,777 km",Petrol,1300 cc,Manual,Not Featured,PKR 33.5 lacs,Updated 2 days ago,https://cache1.pakwheels.com/ad_pictures/7852/tn_toyota-corolla-altis-1-6-x-cvt-i-special-edition-2023-78525416.webp
Toyota Corolla Axio 2018 Hybrid 1.5 for Sale,Karachi,2018,"74,416 km",Hybrid,1500 cc,Automatic,Not Featured,PKR 72 lacs,,https://cache1.pakwheels.com/ad_pictures/7944/tn_toyota-corolla-xli-vvti-2011-79447100.webp
Toyota Corolla 2022 Altis 1.6 X CVT-i Special Edition for Sale,Karachi,2022,38 km,Petrol,1598 cc,Automatic,Not Featured,PKR 78 lacs,,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 XLi VVTi for Sale,Karachi,2011,"133,378 km",Petrol,1300 cc,Manual,Not Featured,PKR 20 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
